SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate,Own,Want,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority,,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,UserNotes
"50457","30708","1","2025","Normal","Star Wars","Licensed","Episode IV","Millennium Falcon","X","30708-1","4.99","","","3.99","","","74","","","Paper bag","Retail - limited","6527999","6527998","5702017819402","673419406871","17","18","3","0.055","","","","6","","9895","458","2","4","X","9","3.9600","3.1100","","01/03/2025 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"10257","31010","1","2013","Normal","Creator","Model making","3 in 1","Treehouse","X","31010-1","29.99","24.99","39.99","29.99","29/05/2013 00:00:00","14/10/2015 00:00:00","356","1","pln173,","Box","Retail","6024464","6024461","5702014971554","673419189682","28.194","26.1874","6.4008","0.74","","","","7","12","10901","2699","6","5","X","12","144.0100","15.9900","Andy Seenan,","01/06/2013 00:00:00","31/12/2015 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"26425","31058","1","2017","Normal","Creator","Model making","3 in 1","Mighty Dinosaurs","X","31058-1","14.99","12.99","17.99","14.99","27/11/2016 00:00:00","15/11/2025 00:00:00","174","","","Box","Retail","6175243","6175242","5702015867535","673419266482","26.2128","14.097","4.8006","0.2358678","","","","7","12","15899","963","16","5","X","24","10.5600","6.1700","Mike Psiaki,","","","X","","1","1","0","0","1","","","","","","","","",""
"28401","31090","1","2019","Normal","Creator","Model making","3 in 1","Underwater Robot","X","31090-1","19.99","17.99","24.99","19.99","01/01/2019 00:00:00","02/09/2021 00:00:00","207","","","Box","Retail","6250785","","5702016367850","673419302111","26.2","19.1","6.1","0.36","","","","7","","3718","758","6","5","X","14","33.9200","23.8400","Jeremy Luettgen,","","","X","","1","1","0","0","1","","","","","","","","",""
"28501","31092","1","2019","Normal","Creator","Model making","3 in 1","Helicopter Adventure","X","31092-1","9.99","9.99","13.99","9.74","02/01/2019 00:00:00","06/12/2020 00:00:00","114","","","Box","Retail","6259224","6259223","5702016395389","673419308779","19.1","14.1","4.6","0.19","","","","","","2316","323","6","5","X","6","17.5100","4.0800","Jeremy Luettgen,","01/01/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30747","31114","1","2021","Normal","Creator","Model making","3 in 1","Superbike","X","31114-1","19.99","17.99","24.99","19.99","02/01/2021 00:00:00","28/11/2022 00:00:00","236","","","Box","Retail","6327655","6327653","5702016888362","","26.2","19.1","6.1","","11","19","6","8","","1503","328","6","17","X","0","24.4400","9.3300","Morten Graff-Wang,","01/01/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"31931","31128","1","2022","Normal","Creator","Model making","3 in 1","Dolphin and Turtle","X","31128-1","9.99","8.99","13.99","9.99","01/03/2022 00:00:00","01/03/2024 00:00:00","137","","","Box","Retail","6371111","6371110","5702017117423","673419351935","18.8","14","4.5","0.181","","","","6","","5346","598","6","6","X","7","12.6400","6.6500","Morten Rauff,","01/03/2022 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48402","31147","1","2024","Normal","Creator","Model making","3 in 1","Retro Camera","X","31147-1","19.99","17.99","24.99","19.99","06/12/2023 00:00:00","15/04/2026 00:00:00","261","","","Box","Retail","6470621","6470620","5702017584966","673419388610","26.2","19.1","4.6","0.402","13","7","8","8","","7237","1144","6","13","X","5","14.1200","6.4100","George Gilliatt,Morten Graff-Wang,","01/01/2024 00:00:00","31/07/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51296","31174","1","2025","Normal","Creator","Model making","3 in 1","Retro Telephone","X","31174-1","29.99","24.99","39.99","29.99","02/05/2025 00:00:00","15/04/2026 00:00:00","383","","","Box","Retail","6540426","6540425","5702017879963","673419412742","26.2","22.2","6.2","0.547","15","11","7","8","","1168","620","6","6","X","0","19.0900","10.0000","Aaron Newman,","01/08/2025 00:00:00","31/07/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28432","42090","1","2019","Normal","Technic","Technical","","Getaway Truck","X","42090-1","19.99","17.99","24.99","19.99","01/01/2019 00:00:00","11/11/2021 00:00:00","128","","","Box","Retail","6251438","","5702016369359","673419303217","26.2","14.1","7.2","0.31","","","","7","","2179","394","4","4","X","0","20.0600","7.7300","","","","X","","1","1","0","0","1","","","","","","","","",""
"30768","42118","1","2021","Normal","Technic","Technical","Monster Jam","Monster Jam Grave Digger","X","42118-1","19.99","17.99","24.99","19.99","02/01/2021 00:00:00","05/02/2024 00:00:00","212","","","Box","Retail","6328589","6328590","5702016890815","673419336604","26.2","14.1","9.1","","11","24","11","7","","5624","595","3","11","X","4","29.2900","15.1500","","01/01/2021 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"32097","42134","1","2022","Normal","Technic","Technical","Monster Jam","Monster Jam Megalodon","X","42134-1","19.99","17.99","24.99","19.99","02/01/2022 00:00:00","19/01/2024 00:00:00","260","","","Box","Retail","6379479","6379478","5702017154916","673419356602","26.2","14.1","9.1","","13","24","13","7","","4126","537","3","7","X","0","21.4400","12.2100","","01/01/2022 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"34350","42149","1","2023","Normal","Technic","Technical","Monster Jam","Monster Jam Dragon","X","42149-1","19.99","17.99","24.99","19.99","03/12/2022 00:00:00","05/12/2024 00:00:00","217","","","Box","Retail","6420676","6420675","5702017400099","673419371186","26.2","14.1","9.1","","12","19","11","7","","2521","342","4","6","X","0","17.4900","8.9400","","01/01/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50835","42197","1","2025","Normal","Technic","Technical","","Backhoe Loader","X","42197-1","9.99","8.99","12.99","9.99","11/12/2024 00:00:00","15/04/2026 00:00:00","104","","","Box","Retail","6518552","6518551","5702017802589","673419403108","15.7","14.1","4.5","0.167","10","24","9","7","","1578","296","2","10","X","13","9.4800","7.2100","","01/01/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50838","42200","1","2025","Normal","Technic","Technical","Monster Jam","Monster Jam ThunderROARus Pull-Back","X","42200-1","27.99","22.99","34.99","27.99","11/12/2024 00:00:00","15/04/2026 00:00:00","232","","","Box","Retail","6526807","6526806","5702017816234","673419405454","26.2","14.1","9.1","0.437","12","18","11","7","","753","267","2","8","X","0","11.4500","","","01/01/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"23016","60047","1","2014","Normal","City","Modern day","Police","Police Station","X","60047-1","99.99","79.99","119.99","99.99","02/01/2014 00:00:00","27/11/2016 00:00:00","854","7","cty0452,cty0458,cty0481,cty0484,cty0485,cty0486,cty0487,","Box","Retail","6059049","6059048","5702015115605","673419206938","48.006","37.7952","11.2014","2.2019","","","","6","12","7804","2353","12","5","X","23","169.3900","55.4000","","01/01/2014 00:00:00","31/12/2016 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"24676","60107","1","2016","Normal","City","Modern day","Fire","Fire Ladder Truck","X","60107-1","24.99","17.99","29.99","19.99","02/01/2016 00:00:00","19/12/2018 00:00:00","214","2","cty0626,cty0627,","Box","Retail","6135826","6135747","5702015591768","673419247863","26.2128","19.1008","6.096","0.4036969","20","8","5","5","12","9538","1423","1","7","X","21","33.1100","15.3800","Pierre Normandin,","01/01/2016 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"24684","60117","1","2016","Normal","City","Modern day","Great Outdoors","Van & Caravan","X","60117-1","19.99","17.99","24.99","19.99","02/01/2016 00:00:00","25/11/2017 00:00:00","250","2","cty0624,cty0625,","Box","Retail","6137153","6137106","5702015594783","673419249881","26.2128","19.1008","6.096","0.4263765","","","","5","12","13929","2014","4","11","X","51","37.9000","13.2700","","01/01/2016 00:00:00","31/12/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"26419","60135","1","2017","Normal","City","Modern day","Police","ATV Arrest","X","60135-1","6.99","4.99","7.99","5.99","02/01/2017 00:00:00","27/11/2017 00:00:00","47","2","cty0776,cty0777,","Box","Retail","6174376","6174374","","673419263771","12.192","9.0932","4.699","0.07711064","5","5","4","5","12","3825","742","2","7","X","4","8.4100","4.1200","","01/01/2017 00:00:00","31/12/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"26410","60147","1","2017","Normal","City","Modern day","Harbour","Fishing Boat","X","60147-1","19.99","17.99","24.99","19.99","27/11/2016 00:00:00","25/11/2017 00:00:00","144","2","cty0713,cty0714,","Box","Retail","6174474","6174473","5702015865739","673419264662","26.2128","19.1008","6.096","0.3447299","","","","5","12","5420","1730","2","8","X","22","56.7400","16.0600","","","","X","","1","1","0","0","1","","","","","","","","",""
"26550","60151","1","2017","Normal","City","Modern day","Racing","Dragster Transporter","X","60151-1","29.99","24.99","34.99","29.99","02/01/2017 00:00:00","24/11/2017 00:00:00","333","2","cty0749,cty0750,","Box","Retail","6174559","6174558","","673419264297","35.4076","19.1008","7.0104","0.6032774","","","","5","12","2973","1104","6","6","X","8","50.3800","29.5000","Henrik Andersen,","01/01/2017 00:00:00","31/12/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"26796","60158","1","2017","Normal","City","Modern day","Jungle","Jungle Cargo Helicopter ","X","60158-1","19.99","15.99","29.99","19.99","29/05/2017 00:00:00","08/01/2019 00:00:00","201","2","cty0793,cty0794,","Box","Retail","6174577","6174576","5702015866057","673419264860","26.2128","19.1008","6.096","0.3719454","","","","6","12","4927","1057","4","8","X","12","33.6900","11.4600","","01/06/2017 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"26792","60166","1","2017","Normal","City","Modern day","Coast Guard","Heavy-Duty Rescue Helicopter","X","60166-1","59.99","39.99","74.99","49.99","29/05/2017 00:00:00","27/12/2018 00:00:00","415","4","cty0826,cty0827,cty0828,cty0829,","Box","Retail","6174670","6174668","","673419265072","38.2016","26.2128","9.398","0.9207917","","","","6","12","2594","1349","6","10","X","10","71.4000","35.0400","Henrik Andersen,","01/06/2017 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27695","60177","1","2018","Normal","City","Modern day","Air Show","Airshow Jet","X","60177-1","9.99","7.99","12.99","9.99","01/01/2018 00:00:00","24/12/2018 00:00:00","87","1","cty0841,","Box","Retail","6208863","6208862","5702016075151","","15.7","13.9","6","","18","14","7","5","12","4605","706","2","5","X","14","19.3400","6.5600","Corvin Stichert,","01/01/2018 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27523","60180","1","2018","Normal","City","Modern day","Racing","Monster Truck","X","60180-1","19.99","14.99","24.99","19.99","26/11/2017 00:00:00","02/02/2020 00:00:00","192","1","cty0856,","Box","Retail","6209746","6209745","5702016077490","673419279802","26.2","19","6","0.381","","","","6","12","6484","857","2","5","X","13","23.5400","9.5800","","","","X","","1","1","0","0","1","","","","","","","","",""
"27848","60192","1","2018","Normal","City","Modern day","Arctic","Arctic Ice Crawler","X","60192-1","24.99","15.99","29.99","19.99","02/06/2018 00:00:00","17/01/2020 00:00:00","200","1","cty0928,","Box","Retail","6212392","6212391","5702016109450","673419280792","26.1","18.8","5.9","0.34","","","","6","12","4268","1152","4","4","X","4","37.1900","12.0900","","01/06/2018 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27851","60197","1","2018","Normal","City","Modern day","Trains","Passenger Train","X","60197-1","159.99","114.99","199.99","129.99","01/08/2018 00:00:00","15/06/2022 00:00:00","677","4","trn247,trn248,trn249,trn250,","Box","Retail","6212492","6212491","5702016109788","673419306317","57.8","37.4","8.2","2.046","","","","6","12","10968","2430","10","3","X","9","161.0700","109.8400","Pierre Normandin,","01/07/2018 00:00:00","31/07/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28431","60220","1","2019","Normal","City","Modern day","Traffic","Garbage Truck","X","60220-1","19.99","14.99","24.99","19.99","01/01/2019 00:00:00","10/12/2021 00:00:00","90","2","cty0956,cty0957,","Box","Retail","6251491","6251487","5702016369526","673419303538","26","19","6","0.312","","","","4","","5765","1033","2","6","X","4","21.7200","8.2300","","","","X","","1","1","0","0","1","","","","","","","","",""
"28428","60222","1","2019","Normal","City","Modern day","Traffic","Snow Groomer","X","60222-1","19.99","17.99","24.99","19.49","01/01/2019 00:00:00","14/11/2020 00:00:00","197","2","cty0990,cty0991,","Box","Retail","6251514","6251512","5702016369540","673419303651","26","19","6","0.387","10","18","12","6","","6877","1327","2","5","X","14","34.6500","14.0300","Corvin Stichert,","","","X","","1","1","0","0","1","","","","","","","","",""
"29039","60226","1","2019","Normal","City","Modern day","Mars Exploration","Mars Research Shuttle","X","60226-1","39.99","24.99","49.99","29.99","24/06/2019 00:00:00","10/12/2021 00:00:00","273","2","cty1063,cty1064,","Box","Retail","6251708","6251705","5702016369960","","28.2","26","7.3","0.609","","","","5","","7827","1492","6","5","X","12","40.2600","18.6700","","01/06/2019 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28471","60239","1","2019","Normal","City","Modern day","Sky Police","Police Patrol Car","X","60239-1","9.99","9.99","13.99","9.99","02/01/2019 00:00:00","08/12/2021 00:00:00","92","1","cty0981,","Box","Retail - limited","6259422","6259421","5702016396201","673419308991","15.7","14.1","4.5","0.15","12","4","5","5","","9044","972","2","4","X","25","11.4700","5.6600","Pierre Normandin,","01/01/2019 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28470","60240","1","2019","Normal","City","Modern day","Great Outdoors","Kayak Adventure","X","60240-1","9.99","9.99","13.99","9.99","02/01/2019 00:00:00","22/12/2019 00:00:00","84","1","cty0987,","Box","Retail - limited","6259411","6259408","5702016396188","673419308984","15.7","14.1","4.5","0.15","","","","5","","5780","1453","2","4","X","16","16.1900","8.3900","","01/01/2019 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29442","60252","1","2020","Normal","City","Modern day","Construction","Construction Bulldozer","X","60252-1","19.99","17.99","24.99","19.99","02/01/2020 00:00:00","12/11/2021 00:00:00","126","2","cty1161,cty1162,","Box","Retail","6288837","6288836","5702016617863","673419319201","16.1","18.8","6","0.355","","","","4","","3085","835","4","4","X","9","20.1700","10.1800","","01/01/2020 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29443","60253","1","2020","Normal","City","Modern day","Great Vehicles","Ice-Cream Truck","X","60253-1","19.99","17.99","24.99","19.99","02/01/2020 00:00:00","19/01/2024 00:00:00","200","2","cty1138,cty1139,","Box","Retail","6288839","6288838","5702016617870","673419319218","26","18.8","6","0.371","11","15","6","5","","15199","1759","4","5","X","17","20.5600","13.5400","","01/01/2020 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30820","60275","1","2021","Normal","City","Modern day","Police","Police Helicopter","X","60275-1","9.99","8.99","13.99","9.99","02/01/2021 00:00:00","14/11/2022 00:00:00","51","2","cty0981,cty1275,","Box","Retail","6332429","6332427","5702016912180","","15.7","14.1","6.1","0.127","12","8","5","4","","1764","299","2","8","X","0","12.4900","6.1900","","01/01/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30821","60276","1","2021","Normal","City","Modern day","Police","Police Prisoner Transport","X","60276-1","29.99","17.99","39.99","19.99","02/01/2021 00:00:00","06/01/2023 00:00:00","244","4","cty1130,cty1256,cty1257,cty1258,","Box","Retail","6332432","6332431","5702016912197","","26.2","19.1","7.2","0.441","13","8","6","5","","2579","542","4","9","X","0","28.7800","13.0500","Robert Heim,","01/01/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30822","60279","1","2021","Normal","City","Modern day","Fire","Fire Hazard Truck","X","60279-1","9.99","8.99","13.99","9.99","02/01/2021 00:00:00","10/12/2021 00:00:00","87","1","cty1264,","Box","Retail","6332411","6332409","5702016912043","","15.7","14.1","4.5","0.131","10","6","5","5","","2196","397","2","9","X","0","10.6800","2.3000","Lewis Johnson,","01/01/2021 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30823","60280","1","2021","Normal","City","Modern day","Fire","Fire Ladder Truck","X","60280-1","29.99","17.99","39.99","19.99","02/01/2021 00:00:00","20/11/2022 00:00:00","88","2","cty1254,cty1255,","Box","Retail","6332415","6332414","5702016911534","","26.2","19.1","6.1","0.311","16","9","7","4","","1017","328","4","10","X","0","21.4500","13.4200","","01/01/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30813","60287","1","2021","Normal","City","Modern day","Great Vehicles","Tractor","X","60287-1","19.99","17.99","24.99","19.99","02/01/2021 00:00:00","16/11/2024 00:00:00","148","2","cty1226,cty1227,","Box","Retail","6327971","6327969","5702016889727","673419336727","26.2","19.1","6.1","0.342","10","17","7","5","","10168","1366","2","10","X","13","18.6100","11.7300","Robert Heim,","01/01/2021 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"31344","60297","1","2021","Normal","City","Modern day","Stuntz","Demolition Stunt Bike","X","60297-1","7.99","6.99","9.99","7.99","02/10/2021 00:00:00","02/12/2022 00:00:00","12","1","cty1318,","Box","Retail","6332528","6332527","5702016912715","","9.1","12.2","4.7","0.046","3","6","2","5","","3893","496","2","10","X","7","6.0100","3.2500","","01/10/2021 00:00:00","31/07/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"31464","60310","1","2021","Normal","City","Modern day","Stuntz","Chicken Stunt Bike","X","60310-1","7.99","6.99","9.99","7.99","23/11/2021 00:00:00","17/12/2022 00:00:00","10","1","cty1398,","Box","Retail","6351020","6351016","5702017024226","","9.1","12.2","4.7","0.044","3","6","2","5","","4997","682","2","6","X","10","7.7800","4.0100","","01/10/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"31906","60320","1","2022","Normal","City","Modern day","Fire","Fire Station","X","60320-1","69.99","54.99","89.99","59.99","02/01/2022 00:00:00","19/01/2024 00:00:00","540","5","cty1288,cty1369,cty1370,cty1371,cty1372,","Box","Retail","6379618","6379617","5702017161518","673419359092","35.4","37.8","9.4","1.357","30","34","32","6","","1633","693","6","8","X","4","51.2000","22.6700","","01/01/2022 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"31910","60324","1","2022","Normal","City","Modern day","Great Vehicles","Mobile Crane","X","60324-1","39.99","39.99","49.99","44.99","02/01/2022 00:00:00","05/02/2024 00:00:00","340","2","cty1404,cty1405,","Box","Retail","6371131","6371130","5702017117607","673419352123","38.2","26.2","5.7","0.704","25","9","8","7","","5587","1338","2","6","X","24","51.0400","46.2300","Robert Heim,","01/01/2022 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"33679","60352","1","2022","Normal","City","Modern day","Seasonal","LEGO City Advent Calendar","X","60352-1","34.99","21.99","44.99","24.99","03/08/2022 00:00:00","01/04/2023 00:00:00","287","6","cty1480,cty1503,cty1504,cty1505,cty1506,hol284,","Box","Retail","6379687","6379686","5702017161839","","37.8","25.8","7","0.44","26","38","7","5","","3634","410","1","6","X","4","22.2500","11.4000","","01/09/2022 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"34297","60393","1","2023","Normal","City","Modern day","Fire","4x4 Fire Truck Rescue","X","60393-1","9.99","8.99","13.99","9.99","03/12/2022 00:00:00","19/01/2024 00:00:00","97","1","cty1544,","Box","Retail","6425878","6425877","5702017416588","673419375252","15.7","14.1","4.5","0.158","5","9","5","5","","2094","428","2","6","X","4","11.2300","7.3000","","01/01/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48912","60407","1","2024","Normal","City","Modern day","Traffic","Double-Decker Sightseeing Bus ","X","60407-1","29.99","24.99","39.99","29.99","11/05/2024 00:00:00","15/04/2026 00:00:00","384","5","cty1769,cty1770,cty1771,cty1772,njo0446,","Box","Retail","6470778","6470777","5702017582894","673419388429","26.2","22.2","7.6","0.593","11","21","6","7","","4623","1197","2","10","X","15","19.2700","13.5000","Salvatore Sciuto,","01/06/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"25621","70589","1","2016","Normal","Ninjago","Action/Adventure","Day of the Departed","Rock Roader","X","70589-1","39.99","39.99","49.99","39.99","01/08/2016 00:00:00","19/11/2017 00:00:00","406","4","njo0222,njo0262,njo0263,njo0264,","Box","Retail","6144771","6144770","","673419254502","38.2016","26.2128","5.6388","0.6441007","","","","8","14","2541","1284","4","10","X","14","88.7300","43.7600","Nick Vas,","01/06/2016 00:00:00","31/12/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"26853","71017","4","2017","Normal","Collectable Minifigures","Miscellaneous","The LEGO Batman Movie Series","Clan of the Cave Batman","X","71017-4","3.99","2.99","","","","","7","1","coltlbm04,","Foil pack","Retail","6174877","6174875","","","11.9888","8.9916","0.2032","0.00907184","","","","5","","8534","968","0","0","X","8","4.2500","2.9900","","01/01/2017 00:00:00","30/04/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27139","71018","1","2017","Normal","Collectable Minifigures","Miscellaneous","Series 17","Pro Surfer","X","71018-1","3.99","","","","","","6","1","col286,","Foil pack","Retail","6174884","6174882","5702015866811","673419265614","11.9888","8.9916","0.2032","0.00907184","","","","5","","6483","1198","2","6","X","18","5.8400","3.9700","","01/05/2017 00:00:00","31/07/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27142","71018","4","2017","Normal","Collectable Minifigures","Miscellaneous","Series 17","Corn Cob Guy","X","71018-4","3.99","","","","","","5","1","col289,","Foil pack","Retail","6174884","6174882","","","11.9888","8.9916","0.2032","0.00907184","","","","5","","9487","1355","0","0","X","19","5.8500","4.2300","","01/05/2017 00:00:00","31/07/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27151","71018","13","2017","Normal","Collectable Minifigures","Miscellaneous","Series 17","Rocket Boy","X","71018-13","3.99","","","","","","7","1","col298,","Foil pack","Retail","6174884","6174882","","","11.9888","8.9916","0.2032","0.00907184","","","","5","","8478","1786","0","0","X","25","18.4400","19.5300","","01/05/2017 00:00:00","31/07/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27152","71018","14","2017","Normal","Collectable Minifigures","Miscellaneous","Series 17","Dance Instructor","X","71018-14","3.99","","","","","","7","1","col299,","Foil pack","Retail","6174884","6174882","","","11.9888","8.9916","0.2032","0.00907184","","","","5","","6443","952","0","0","X","8","3.9100","3.2300","","01/05/2017 00:00:00","31/07/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27153","71018","15","2017","Normal","Collectable Minifigures","Miscellaneous","Series 17","Elf Maiden","X","71018-15","3.99","","","","","","7","1","col300,","Foil pack","Retail","6174884","6174882","","","11.9888","8.9916","0.2032","0.00907184","","","","5","","6726","1622","0","0","X","18","7.3500","5.7600","","01/05/2017 00:00:00","31/07/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48744","71045","9","2024","Normal","Collectable Minifigures","Miscellaneous","Series 25","Harpy","X","71045-9","4.99","3.49","","3.99","","","12","1","col432,","Box","Retail","6470839","6470837","","","9.4","10.6","2.8","","","","","5","","5074","583","0","0","X","4","","","","01/01/2024 00:00:00","30/04/2024 00:00:00","X","","2","2","0","0","1","","","","","","","","",""
"49070","71046","1","2024","Normal","Collectable Minifigures","Miscellaneous","Series 26 - Space","Spacewalking Astronaut","X","71046-1","4.99","3.49","","3.99","","","16","1","col436,","Box","Retail","6470842","6470840","","","9.4","10.6","2.8","","","","","5","","5678","763","2","0","X","5","4.4100","","","01/05/2024 00:00:00","31/08/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"49071","71046","2","2024","Normal","Collectable Minifigures","Miscellaneous","Series 26 - Space","Imposter","X","71046-2","4.99","3.49","","3.99","","","8","1","col437,","Box","Retail","6470842","6470840","","","9.4","10.6","2.8","","","","","5","","5117","466","0","0","X","4","48.6600","40.0300","","01/05/2024 00:00:00","31/08/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"49077","71046","8","2024","Normal","Collectable Minifigures","Miscellaneous","Series 26 - Space","Ice Planet Explorer","X","71046-8","4.99","3.49","","3.99","","","10","1","col444,","Box","Retail","6470842","6470840","","","9.4","10.6","2.8","","","","","5","","6175","774","0","0","X","10","","","Chris Perron,","01/05/2024 00:00:00","31/08/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50806","71049","1","2025","Normal","Collectable Minifigures","Miscellaneous","Formula 1 Series","Red Bull","X","71049-1","3.99","3.49","","3.99","","","29","","","Box","Retail","6526892","6526890","","","9.4","10.6","2.8","","","","","","","2106","152","2","0","X","0","4.2900","","","01/05/2025 00:00:00","31/08/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50816","71049","11","2025","Normal","Collectable Minifigures","Miscellaneous","Formula 1 Series","F1 Academy","X","71049-11","3.99","3.49","","3.99","","","29","","","Box","Retail","6526892","6526890","","","9.4","10.6","2.8","","","","","","","1921","162","0","0","X","0","","","","01/05/2025 00:00:00","31/08/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30193","71360","1","2020","Normal","Super Mario","Licensed","Starter Course","Adventures with Mario","X","71360-1","59.99","54.99","74.99","59.99","21/05/2020 00:00:00","25/07/2024 00:00:00","231","3","mar0003,mar0007,mar0022,","Box","Retail","6288910","6288909","5702016618396","673419318327","31.7","26.2","9","","","","","6","","11791","632","8","24","X","24","32.3000","20.7200","","10/07/2020 00:00:00","31/07/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30795","71381","1","2021","Normal","Super Mario","Licensed","Expansion Set","Chain Chomp Jungle Encounter","X","71381-1","19.99","19.99","24.99","19.99","02/01/2021 00:00:00","24/02/2022 00:00:00","160","2","mar0057,mar0058,","Box","Retail","6332704","6332703","5702016912463","","26.2","14.1","6.1","","10","21","15","7","","2709","584","3","14","X","0","20.8100","8.9300","","01/01/2021 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30992","71386","1","2021","Normal","Super Mario","Licensed","Character Pack - Series 2","Huckit Crab","X","71386-1","4.99","3.49","","3.99","","","24","1","mar0050,","Foil pack","Retail","6332714","6332713","5702016913378","673419340021","9.5","15","0.7","","","","","","","1844","432","20","0","X","0","5.2300","2.8400","","01/01/2021 00:00:00","31/07/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
