SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate,Own,Want,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority,,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,UserNotes
"31006","71386","2","2021","Normal","Super Mario","Licensed","Character Pack - Series 2","Spiny Cheep Cheep","X","71386-2","4.99","3.49","4.99","3.99","02/01/2021 00:00:00","08/07/2021 00:00:00","25","1","mar0055,","Foil pack","Retail","6332714","6332713","5702016913378","","9.5","15","0.7","","","","","","","1777","444","0","0","X","0","5.4100","45.7200","","01/01/2021 00:00:00","31/07/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30994","71386","4","2021","Normal","Super Mario","Licensed","Character Pack - Series 2","Foo","X","71386-4","4.99","3.49","","3.99","","","33","1","mar0056,","Foil pack","Retail","6332714","6332713","","","9.5","15","0.7","","","","","","","1719","413","0","0","X","0","5.6800","2.5400","","01/01/2021 00:00:00","31/07/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"32196","71403","1","2022","Normal","Super Mario","Licensed","Starter Course","Adventures with Peach","X","71403-1","59.99","54.99","74.99","59.99","26/07/2022 00:00:00","01/12/2024 00:00:00","354","4","mar0038,mar0112,mar0113,mar0114,","Box","Retail","6379536","6379535","5702017155234","673419357098","31.7","26.2","9","","","","","6","","3084","534","7","9","X","0","31.6900","25.4500","","01/08/2022 00:00:00","31/07/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48418","71471","1","2024","Normal","Dreamzzz","Action/Adventure","Season 2: Night of the Never Witch","Mateo's Off-Road Car","X","71471-1","9.99","8.99","13.99","9.99","06/12/2023 00:00:00","05/12/2024 00:00:00","94","1","drm041,","Box","Retail","6470363","6470362","5702017584195","673419389259","15.7","14.1","4.5","","12","5","9","7","","1477","318","2","9","X","0","8.0300","","","01/01/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29414","71708","1","2020","Normal","Ninjago","Action/Adventure","Prime Empire","Gamer's Market","X","71708-1","29.99","29.99","39.99","34.99","02/01/2020 00:00:00","02/08/2021 00:00:00","218","9","njo0558,njo0559,njo0560,njo0561,njo0562,njo0563,njo0564,njo0565,njo0566,","Box","Retail","6288958","6288957","5702016616941","673419318150","26.2","19.1","6.1","0.316","","","","7","","4589","1183","2","5","X","20","82.1900","54.9300","Michael Svane Knap,","01/01/2020 00:00:00","31/07/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30785","71745","1","2021","Normal","Ninjago","Action/Adventure","The Island","Lloyd's Jungle Chopper Bike","X","71745-1","19.99","17.99","24.99","19.99","01/03/2021 00:00:00","29/10/2022 00:00:00","183","3","njo0682,njo0683,njo0685,","Box","Retail","6327841","6327840","5702016889239","673419336574","26.2","19.1","6.1","","16","21","6","7","","3099","761","2","5","X","5","29.5600","14.7000","Theo Bonner,","01/03/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"32432","71768","1","2022","Normal","Ninjago","Action/Adventure","Crystalized","Jay's Golden Dragon Motorbike","X","71768-1","19.99","17.99","24.99","19.99","26/07/2022 00:00:00","01/03/2024 00:00:00","137","2","njo0754,njo0755,","Box","Retail","6378910","6378843","5702017152004","673419355315","26.2","14.1","6.1","","18","6","5","7","","3073","590","2","7","X","8","22.3900","16.6000","Niek van Slagmaat,","01/06/2022 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"45517","71778","1","2023","Normal","Ninjago","Action/Adventure","Dragon Power Spinjitzu","Nya's Dragon Power Spinjitzu Drift","X","71778-1","10.99","8.99","13.99","9.99","11/05/2023 00:00:00","01/03/2024 00:00:00","57","1","njo0809,","Box","Retail","6425910","6425909","5702017412979","673419373784","21","19.5","4.5","","5","7","9","","","1645","302","2","6","X","0","9.8300","6.7500","","01/06/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"34252","71782","1","2023","Normal","Ninjago","Action/Adventure","Core","Cole's Earth Dragon EVO","X","71782-1","34.99","29.99","44.99","34.99","01/12/2022 00:00:00","06/12/2024 00:00:00","285","2","njo0720,njo0794,","Box","Retail","6420694","6420693","5702017399690","673419371971","26.2","19.1","6.1","","","","","7","","1735","577","3","6","X","3","29.5100","19.3900","","01/01/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"34254","71784","1","2023","Normal","Ninjago","Action/Adventure","Core","Jay's Lightning Jet EVO","X","71784-1","9.99","8.99","13.99","9.99","01/12/2022 00:00:00","26/11/2024 00:00:00","146","1","njo0786,","Box","Retail","6425916","6425915","5702017413006","673419373814","19.1","14.1","7.1","","22","21","6","","","2016","341","3","5","X","5","11.2400","8.8000","Chi Wing Lee,","01/01/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"34259","71788","1","2023","Normal","Ninjago","Action/Adventure","Core","Lloyd's Ninja Street Bike","X","71788-1","9.99","8.99","13.99","9.99","01/12/2022 00:00:00","29/11/2024 00:00:00","64","2","njo0715,njo0798,","Box","Retail","6420696","6420695","5702017399706","673419371988","15.7","14.1","6.1","","","","","4","","1193","301","3","7","X","0","9.6900","2.9500","","01/01/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"45521","71791","1","2023","Normal","Ninjago","Action/Adventure","Dragons Rising Season 1","Zane's Dragon Power Spinjitzu Race Car","X","71791-1","34.99","29.99","39.99","34.99","11/05/2023 00:00:00","17/11/2024 00:00:00","307","4","njo0816,njo0817,njo0818,njo0819,","Box","Retail","6425931","6425930","5702017413068","673419375665","26.2","22.2","7.6","","20","12","6","7","","1737","452","2","8","X","18","32.8300","21.2800","","01/06/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48499","71803","1","2024","Normal","Ninjago","Action/Adventure","Rising Dragon Strike","Arin's Rising Dragon Strike","X","71803-1","9.99","8.99","13.99","9.99","06/12/2023 00:00:00","24/11/2024 00:00:00","27","2","njo0851,njo0866,","Box","Retail","6465064","6465063","5702017565538","673419387125","19","22","7","","18","18","2","","","993","302","2","6","X","3","11.3800","8.5100","","01/01/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48503","71807","1","2024","Normal","Ninjago","Action/Adventure","Dragons Rising Season 2","Sora's Elemental Tech Mech","X","71807-1","19.99","17.99","24.99","19.99","06/12/2023 00:00:00","08/12/2025 00:00:00","209","2","njo0855,njo0869,","Box","Retail","6470389","6470388","5702017583839","673419389013","19.1","26.2","6.1","","","","","7","","1867","505","2","6","X","0","18.4300","12.7800","","01/01/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29354","75254","1","2019","Normal","Star Wars","Licensed","The Mandalorian","AT-ST Raider","X","75254-1","49.99","49.99","69.99","59.99","04/10/2019 00:00:00","14/01/2022 00:00:00","540","4","sw1057,sw1058,sw1059,sw1060,","Box","Retail","6251755","6251754","5702016370768","673419304399","26.2","38.2","7.1","","25","15","13","8","","21494","2903","2","4","X","31","41.2200","28.1200","Hans Burkhard Schlömer,","04/10/2019 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"34370","75347","1","2023","Normal","Star Wars","Licensed","Episode VI","TIE Bomber","X","75347-1","64.99","59.99","84.99","64.99","20/12/2022 00:00:00","15/04/2026 00:00:00","625","4","sw1249,sw1250,sw1251,sw1252,","Box","Retail","6427680","6427679","5702017421322","673419376914","38.2","26.2","7.1","","10","16","20","9","","17442","2891","3","9","X","18","43.0500","33.0100","Hans Burkhard Schlömer,","01/01/2023 00:00:00","31/07/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48520","75372","1","2024","Normal","Star Wars","Licensed","The Clone Wars","Clone Trooper & Battle Droid Battle Pack","X","75372-1","29.99","24.99","39.99","29.99","06/12/2023 00:00:00","15/04/2026 00:00:00","215","9","sw0001d,sw1305,sw1319,sw1320,sw1321,","Box","Retail","6470418","6470417","5702017584317","673419389457","20.5","19.1","4.6","","12","15","13","7","","16054","2181","4","8","X","45","18.3400","12.5500","Nathan Clark,","01/01/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48528","75387","1","2024","Normal","Star Wars","Licensed","Episode IV","Boarding the Tantive IV","X","75387-1","54.99","49.99","69.99","54.99","31/01/2024 00:00:00","16/10/2025 00:00:00","502","7","sw1249,sw1285,sw1326,sw1327,sw1328,sw1329,","Box","Retail","6470442","6470441","5702017584430","673419389570","35.4","19.1","9.1","","22","13","8","8","","16205","2682","2","8","X","18","47.2800","28.0700","Nathan Clark,","01/03/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48874","75396","1","2024","Normal","Star Wars","Licensed","Episode VI","Desert Skiff & Sarlacc Pit","X","75396-1","79.99","69.99","99.99","79.99","02/07/2024 00:00:00","22/11/2025 00:00:00","558","6","sw0532,sw1274,sw1369,sw1370,sw1371,sw1372,","Box","Retail","6470456","6470455","5702017584492","673419389631","28.2","26.2","7.6","","22","13","9","9","","8690","2502","4","10","X","4","80.7700","66.8100","Jme Wheeler,","01/08/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51091","75399","1","2025","Normal","Star Wars","Licensed","Andor","Rebel U-wing Starfighter","X","75399-1","69.99","59.99","89.99","69.99","16/04/2025 00:00:00","15/04/2026 00:00:00","594","4","sw1409,sw1410,sw1411,sw1412,","Box","Retail","6527513","6527512","5702017817439","673419405980","35.4","19.1","9.1","","41","16","9","8","","5390","2258","2","7","X","4","57.4800","44.2400","César Soares,","01/05/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51099","75418","1","2025","Normal","Star Wars","Licensed","Seasonal","LEGO Star Wars Advent Calendar 2025","X","75418-1","44.99","29.99","59.99","34.99","02/05/2025 00:00:00","10/02/2026 00:00:00","263","16","sw1211,sw1321,sw1397,sw1439,sw1440,sw1441,sw1442,sw1443,sw1444,sw1445,sw1446,sw1447,sw1448,sw1449,sw1450,sw1451,","Box","Retail","6527545","6527544","5702017816906","673419405409","","","","","","","","6","","5090","848","1","2","X","8","30.8500","","","01/09/2025 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51838","75436","1","2026","Normal","Star Wars","Licensed","The Mandalorian","The Mandalorian & Grogu's Speeder Bike","X","75436-1","9.99","8.99","12.99","9.99","03/12/2025 00:00:00","15/04/2026 00:00:00","58","2","sw1113,sw1488,","Box","Retail","6588611","6588610","5702018062951","673419422239","14.1","12.2","4.6","","11","3","3","6","","2522","1359","2","10","X","4","10.1200","","Benjamin Liboriussen,","01/01/2026 00:00:00","31/12/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29396","76140","1","2020","Normal","Marvel Super Heroes","Licensed","Avengers","Iron Man Mech","X","76140-1","9.99","8.99","13.99","9.99","02/01/2020 00:00:00","28/09/2021 00:00:00","148","1","sh0612,","Box","Retail","6289052","6289051","5702016618020","673419320221","14.1","19.1","4.6","0.16","12","9","9","6","","8340","926","1","5","X","10","16.7800","7.8300","Junya Suzuki,","01/01/2020 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"31979","76204","1","2022","Normal","Marvel Super Heroes","Licensed","Avengers","Black Panther Mech Armor","X","76204-1","9.99","8.99","13.99","9.99","02/04/2022 00:00:00","03/12/2022 00:00:00","124","1","sh0807,","Box","Retail","6378947","6378880","5702017154206","","14.1","15.7","4.5","","","","","7","","5061","806","2","7","X","0","13.3900","8.3700","Junya Suzuki,","01/04/2022 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"33663","76226","1","2022","Normal","Marvel Super Heroes","Licensed","Spider-Man","Spider-Man Figure","X","76226-1","24.99","24.99","34.99","29.99","03/08/2022 00:00:00","24/11/2024 00:00:00","258","","","Box","Retail","6378963","6378896","5702017154664","673419356596","19.1","26.2","6.1","","","","","8","","1844","467","2","5","X","0","24.9100","16.4700","Junya Suzuki,","01/09/2022 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"34261","76241","1","2023","Normal","Marvel Super Heroes","Licensed","Avengers","Hulk Mech Armor","X","76241-1","14.99","12.99","19.99","14.99","02/12/2022 00:00:00","07/12/2024 00:00:00","138","1","sh0857,","Box","Retail","6427716","6427715","5702017419619","673419376563","14.1","19.1","4.6","","","","","","","3532","536","2","7","X","3","14.7300","7.5300","Junya Suzuki,","01/01/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"34263","76243","1","2023","Normal","Marvel Super Heroes","Licensed","Avengers","Rocket Mech Armor","X","76243-1","14.99","12.99","19.99","14.99","02/12/2022 00:00:00","07/12/2024 00:00:00","98","1","sh0858,","Box","Retail","6427720","6427719","5702017419633","673419376587","14.1","19.1","4.6","","","","","","","3690","636","2","7","X","0","14.3500","8.6700","Junya Suzuki,","01/01/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"45511","76267","1","2023","Normal","Marvel Super Heroes","Licensed","Seasonal","Avengers Advent Calendar","X","76267-1","44.99","29.99","59.99","37.99","22/08/2023 00:00:00","14/06/2024 00:00:00","243","7","sh0826,sh0847,sh0904,sh0905,sh0907,sh0908,sh0909,","Box","Retail","6427768","6427767","5702017419848","673419374996","38.2","26.2","7.1","","","","","7","","3853","509","1","5","X","3","32.2700","18.5000","","01/09/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30790","76383","1","2021","Normal","Harry Potter","Licensed","Hogwarts Moments","Hogwarts Moment: Potions Class","X","76383-1","29.99","24.99","39.99","29.99","14/01/2021 00:00:00","19/11/2022 00:00:00","271","3","hp266,hp267,hp268,","Box","Retail","6332775","6332774","5702016912944","","19.1","26.2","6.1","","12","8","4","8","","13796","1867","2","13","X","5","27.6000","19.9700","","01/01/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48832","76434","1","2024","Normal","Harry Potter","Licensed","Chamber of Secrets","Aragog in the Forbidden Forest ","X","76434-1","19.99","17.99","24.99","19.99","03/05/2024 00:00:00","18/12/2025 00:00:00","195","2","hp495,hp496,","Box","Retail","6474618","6474617","5702017599519","673419393546","26.2","14.1","4.8","","16","18","7","7","","4119","1177","2","8","X","4","16.5000","13.3700","Atticus,","01/06/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48515","76920","1","2024","Normal","Speed Champions","Licensed","Ford","Ford Mustang Dark Horse","X","76920-1","26.99","20.99","34.99","26.99","02/12/2023 00:00:00","25/03/2026 00:00:00","344","1","sc114,","Box","Retail","6470541","6470539","5702017583730","673419389075","26.2","14.1","7.2","","15","4","7","9","","8986","1450","2","2","X","10","20.5800","14.7100","Marin Stipkovic,","01/03/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51121","77237","1","2025","Normal","Speed Champions","Licensed","Dodge","Dodge Challenger SRT Hellcat","X","77237-1","26.99","22.99","34.99","26.99","02/05/2025 00:00:00","15/04/2026 00:00:00","390","1","sc137,","Box","Retail","6526986","6526985","5702017816043","673419405225","26.2","14.1","9.1","","17","4","7","9","","3843","1687","2","6","X","10","19.8300","17.6100","Leon Pijnenburg,","01/08/2025 00:00:00","31/07/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29284","111901","1","2019","Other","Ninjago","Action/Adventure","Magazine Gift","Garmadon","X","111901-1","","","","","","","10","1","njo0505,","Foil pack","Magazine gift","","","","","","","","","","","","","","691","279","0","0","X","0","9.7100","6.8800","","","","X","","1","1","0","0","1","","","","","","","","",""
"51242","112502","1","2025","Other","Ninjago","Action/Adventure","Magazine Gift","Kai vs. Wolf Mask","X","112502-1","","","","","","","11","2","njo0895,njo0947,","Metal canister","Magazine gift","","","","","","","","","","","","","","316","87","0","0","X","0","5.4500","","","","","X","","1","1","0","0","1","","","","","","","","",""
"28252","121802","1","2018","Other","Jurassic World","Licensed","Magazine Gift","Owen and lookout post","X","JW121802-1","","","","","","","35","1","jw023,","Foil pack","Magazine gift","","","","","","","","","","","","","","1134","411","0","0","X","7","4.6700","0.4700","Samuel Johnson,","","","X","","1","1","0","0","1","","","","","","","","",""
"33560","122219","1","2022","Other","Jurassic World","Licensed","Magazine Gift","Raptor with Hatchery","X","122219-1","","","","","","","37","","","Foil pack","Magazine gift","","","","","","","","","","","","6","","547","356","0","0","X","0","4.1800","2.3500","","","","X","","1","1","0","0","1","","","","","","","","","https://www.blue-ocean-ag.com/fileadmin/Bauanleitungen/LEGO_Jurassic_World/122219_LEGO-Jurassic_World.pdf"
"34549","122327","1","2023","Other","Jurassic World","Licensed","Magazine Gift","Baby Raptor","X","122327-1","","","","","","","20","","","Paper bag","Magazine gift","","","","","","","","","","","","6","","559","247","0","0","X","0","3.9700","1.7900","","","","X","","1","1","0","0","1","","","","","","","","",""
"29216","211902","1","2019","Other","DC Comics Super Heroes","Licensed","Magazine Gift","Robin","X","211902-1","","","","","","","7","1","sh0514,","Foil pack","Magazine gift","","","","","","","","","","","","","","1216","515","0","0","X","0","8.3300","3.2100","Justin Ramsden,","","","X","","1","1","0","0","1","","","","","","","","",""
"29496","211904","1","2019","Other","DC Comics Super Heroes","Licensed","Magazine Gift","The Flash","X","211904-1","","","","","","","6","1","sh0473,","Foil pack","Magazine gift","","","","","","","","","","","","6","","1216","431","0","0","X","0","13.3200","6.2300","Justin Ramsden,","","","X","","1","1","0","0","1","","","","","","","","",""
"29598","211905","1","2019","Other","DC Comics Super Heroes","Licensed","Magazine Gift","Joker","X","211905-1","","","","","","","9","1","sh0515,","Foil pack","Magazine gift","","","","","","","","","","","","","","1082","367","0","0","X","0","4.5800","2.9500","Justin Ramsden,","","","X","","1","1","0","0","1","","","","","","","","",""
"30363","212009","1","2020","Other","DC Comics Super Heroes","Licensed","Magazine Gift","The Riddler","X","212009-1","","","","","","","10","1","sh0593,","Foil pack","Magazine gift","","","","","","","","","","","","","","719","480","0","0","X","0","5.2800","3.7400","Justin Ramsden,","","","X","","1","1","0","0","1","","","","","","","","",""
"30661","212010","1","2020","Other","DC Comics Super Heroes","Licensed","Magazine Gift","Batman","X","212010-1","","","","","","","14","1","sh0663,","Foil pack","Magazine gift","","","","","","","","","","","","","","1020","345","0","0","X","0","3.4200","4.6800","Justin Ramsden,","","","X","","1","1","0","0","1","","","","","","","","",""
"47239","212328","1","2023","Other","DC Comics Super Heroes","Licensed","Magazine Gift","Batmobile Tumbler","X","212328-1","","","","","","","59","","","Paper bag","Magazine gift","","","","","","","","","","","","","","514","211","0","0","X","0","3.5200","","Justin Ramsden,","","","X","","1","1","0","0","1","","","","","","","","",""
"31487","242104","1","2021","Other","Marvel Super Heroes","Licensed","Magazine Gift","Venom","X","242104-1","","","","","","","11","1","sh0690,","Foil pack","Magazine gift","","","","","","","","","","","","","","1440","582","0","0","X","0","6.0700","5.3700","Justin Ramsden,","","","X","","1","1","0","0","1","","","","","","","","",""
"31589","242105","1","2021","Other","Marvel Super Heroes","Licensed","Magazine Gift","Thor","X","242105-1","","","","","","","9","1","sh0623,","Foil pack","Magazine gift","","","","","","","","","","","","","","1405","414","0","0","X","0","4.9900","3.4900","Justin Ramsden,","","","X","","1","1","0","0","1","","","","","","","","",""
"33896","242214","1","2022","Other","Marvel Super Heroes","Licensed","Magazine Gift","Spider-Man","X","242214-1","","","","","","","4","1","sh0684,","Foil pack","Magazine gift","","","","","","","","","","","","6","","752","291","0","0","X","0","3.9900","4.4600","Justin Ramsden,","","","X","","1","1","0","0","1","","","","","","","","",""
